"name","group","party","birth_date","birth_place","link_email","link_twitt","link_fb","link_instagram","link_linkedin","link_website","link_youtube","link_telegram","link_blog","link_europeanblog"
"Younous Omarjee","The Left group in the European Parliament - GUE/NGL","France
						 
							 - La France Insoumise (France)","1969-09-30","Saint-Denis (Réunion)","ue[dot]aporue.lraporue[at]eejramo.suonuoy","https://twitter.com/younousomarjee","https://www.facebook.com/younous.omarjee","https://www.instagram.com/younousomarjee",NA,NA,NA,NA,NA,NA
"Branislav Ondruš","Non-attached Members","Slovakia
						 
							 - Hlas – sociálna demokracia (Slovakia)","1973-03-28","Levoča","ue[dot]aporue.lraporue[at]surdno.valsinarb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aodhán Ó Ríordáin","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Ireland
						 
							 - Labour Party (Ireland)","1976-07-22","Dublin","ue[dot]aporue.lraporue[at]niadroiro.nahdoa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leoluca Orlando","Group of the Greens/European Free Alliance","Italy
						 
							 - Independent (Italy)",NA,NA,"ue[dot]aporue.lraporue[at]odnalro.aculoel","https://x.com/leolucaorlando1?lang=en","https://www.facebook.com/leolucaorlandopalermo/","https://www.instagram.com/leolucaorlando/",NA,NA,NA,NA,NA,NA
"Jacek Ozdoba","European Conservatives and Reformists Group","Poland
						 
							 - Sovereign Poland (Poland)","1991-09-22","Warszawa","ue[dot]aporue.lraporue[at]abodzo.kecaj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urmas Paet","Renew Europe Group","Estonia
						 
							 - Eesti Reformierakond (Estonia)","1974-04-20","Tallinn","ue[dot]aporue.lraporue[at]teap.samru","https://twitter.com/urmaspaet","https://www.facebook.com/urmaspaet1/",NA,NA,"http://urmaspaet.eu/",NA,NA,NA,NA
"Leire Pajín","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Spain
						 
							 - Partido Socialista Obrero Español (Spain)","1976-09-16","San Sebastián","ue[dot]aporue.lraporue[at]aloarinijap.eriel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valentina Palmisano","The Left group in the European Parliament - GUE/NGL","Italy
						 
							 - Movimento 5 Stelle (Italy)","1983-01-24","Brindisi","ue[dot]aporue.lraporue[at]onasimlap.anitnelav",NA," https://www.facebook.com/ValentinaPalmisanoM5S","https://www.instagram.com/valentina_palmisano_?igsh=MWlpc3ZuZ3J2N3F3cA==",NA,NA,NA,NA,NA,NA
"Fidias Panayiotou","Non-attached Members","Cyprus
						 
							 - Independent (Cyprus)",NA,NA,"ue[dot]aporue.lraporue[at]uotoiyanap.saidif",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kostas Papadakis","Non-attached Members","Greece
						 
							 - Communist Party of Greece (Greece)","1975-04-18","Athina","ue[dot]aporue.lraporue[at]sikadapap.satsok",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikos Papandreou","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Greece
						 
							 - PASOK-KINAL (Greece)","1956-09-29","Alameda, California","ue[dot]aporue.lraporue[at]uoerdnapap.sokin",NA,"https://www.facebook.com/Nikos.A.Papandreou",NA,NA,"https://yale.academia.edu/NickPapandreou",NA,NA,NA,NA
"Nikos Pappas","The Left group in the European Parliament - GUE/NGL","Greece
						 
							 - Coalition of the Radical Left (Greece)",NA,NA,"ue[dot]aporue.lraporue[at]sappap.soalokin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicolás Pascual De La Parte","Group of the European People's Party (Christian Democrats)","Spain
						 
							 - Partido Popular (Spain)",NA,NA,"ue[dot]aporue.lraporue[at]etrapaledlaucsap.salocin","https://x.com/MEPNicolas",NA,"https://www.instagram.com/nicolaspascualdelaparte/",NA,NA,NA,NA,NA,NA
"Aldo Patriciello","Patriots for Europe Group","Italy
						 
							 - Lega (Italy)","1957-09-27","Venafro","ue[dot]aporue.lraporue[at]olleicirtap.odla",NA,NA,"https://www.instagram.com/aldopatriciello_official/",NA,NA,NA,NA,NA,NA
"Jutta Paulus","Group of the Greens/European Free Alliance","Germany
						 
							 - Bündnis 90/Die Grünen (Germany)","1967-05-09","Giessen","ue[dot]aporue.lraporue[at]suluap.attuj","https://twitter.com/juttapaulusrlp","https://www.facebook.com/JuttaPaulusRLP/","https://www.instagram.com/jutta.paulus/",NA,"https://www.jutta-paulus.de/",NA,NA,NA,NA
"Ana Miguel Pedro","Group of the European People's Party (Christian Democrats)","Portugal
						 
							 - Partido do Centro Democrático Social-Partido Popular (Portugal)","1989-10-07","Oliveira De Azemeis","ue[dot]aporue.lraporue[at]ordep.leugimana","https://x.com/anampedro",NA,"https://www.instagram.com/anamiguel.pedro/",NA,NA,NA,NA,NA,NA
"Gaetano Pedulla'","The Left group in the European Parliament - GUE/NGL","Italy
						 
							 - Movimento 5 Stelle (Italy)","1967-01-05","Catania","ue[dot]aporue.lraporue[at]alludep.onateag",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas Pellerin-Carlin","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","France
						 
							 - Place publique (France)",NA,NA,"ue[dot]aporue.lraporue[at]nilrac-nirellep.samoht","https://x.com/thpellerin",NA,"https://www.instagram.com/thomaspellerincarlin/?locale=en_GB%2Cen_GB","https://fr.linkedin.com/in/thomas-pellerin-carlin-0474334b?original_referer=https%3A%2F%2Fwww.google.com%2F",NA,NA,NA,NA,NA
"Guillaume Peltier","European Conservatives and Reformists Group","France
						 
							 - Identité Libertés (France)",NA,NA,"ue[dot]aporue.lraporue[at]reitlep.emualliug","https://twitter.com/G_Peltier?ref_src=twsrc^google|twcamp^serp|twgr^author"," https://www.facebook.com/GuillaumePeltier.fr/?locale=fr_FR","https://www.instagram.com/guillaumepeltieroff/",NA,NA,NA,NA,NA,NA
"Tsvetelina Penkova","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Bulgaria
						 
							 - Bulgarian Socialist Party (Bulgaria)","1988-02-19","Sofia","ue[dot]aporue.lraporue[at]avoknep.aniletevst","https://twitter.com/tsvetypenkova","https://www.facebook.com/Tsvetelina.M.Penkova/","https://www.instagram.com/tsvetelina_penkova/",NA,"https://www.tsvetelinapenkova.eu/",NA,NA,NA,NA
"Gilles Pennelle","Patriots for Europe Group","France
						 
							 - Rassemblement national (France)","1962-07-20","DIEPPE","ue[dot]aporue.lraporue[at]ellennep.sellig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lídia Pereira","Group of the European People's Party (Christian Democrats)","Portugal
						 
							 - Partido Social Democrata (Portugal)","1991-07-26","Se Nova","ue[dot]aporue.lraporue[at]arierep.aidil","https://twitter.com/lidiafopereira","https://www.facebook.com/lidiafopereira","https://www.instagram.com/lidiafopereira",NA,NA,NA,NA,NA,NA
"Alvise Pérez","Non-attached Members","Spain
						 
							 - Se Acabó la Fiesta (Spain)","1990-02-26","Sevilla","ue[dot]aporue.lraporue[at]zednanrefzerep.esivlasiul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kira Marie Peter-Hansen","Group of the Greens/European Free Alliance","Denmark
						 
							 - Socialistisk Folkeparti (Denmark)","1998-02-23","Frederiksberg C","ue[dot]aporue.lraporue[at]nesnah-retep.arik","https://twitter.com/kira_mph","https://www.facebook.com/Kira.M.P.Hansen/","https://www.instagram.com/kiraphansen/?hl=da",NA,NA,NA,NA,NA,NA
"Hristo Petrov","Renew Europe Group","Bulgaria
						 
							 - We continue the change – Democratic Bulgaria (Bulgaria)",NA,NA,"ue[dot]aporue.lraporue[at]vortep.otsirh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michele Picaro","European Conservatives and Reformists Group","Italy
						 
							 - FRATELLI D' ITALIA (Italy)","1981-05-15","Bari","ue[dot]aporue.lraporue[at]oracip.elehcim","https://x.com/PicaroMichele?t=n5AgEFVE7fXe1JFwpGKd0g&s=09","https://www.facebook.com/consiglierecomunebari","https://www.instagram.com/michele_picaro_?igsh=cWI2amZubGJ0bzhw",NA,NA,NA,NA,NA,NA
"Pina Picierno","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Italy
						 
							 - Partito Democratico (Italy)","1981-05-10","S.  Maria Capua Vetere","ue[dot]aporue.lraporue[at]onreicip.anippesuig","https://twitter.com/pinapic","https://www.facebook.com/pinapic",NA,NA,NA,NA,NA,NA,NA
"Tonino Picula","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Croatia
						 
							 - Socijaldemokratska partija Hrvatske (Croatia)","1961-08-31","Mali Lošinj","ue[dot]aporue.lraporue[at]alucip.oninot","https://twitter.com/TPicula","https://www.facebook.com/PiculaTonino/","https://www.instagram.com/tonino_picula/",NA,"http://toninopicula.com/",NA,NA,NA,NA
"Pascale Piera","Patriots for Europe Group","France
						 
							 - Rassemblement national (France)","1967-02-23","Chatou","ue[dot]aporue.lraporue[at]areip.elacsap",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sirpa Pietikäinen","Group of the European People's Party (Christian Democrats)","Finland
						 
							 - Kansallinen Kokoomus (Finland)","1959-04-19","Parikkala","ue[dot]aporue.lraporue[at]neniakiteip.apris","https://twitter.com/spietikainen","https://www.facebook.com/MEPsirpapietikainen","https://www.instagram.com/sirpapietikainen/",NA,"https://www.sirpapietikainen.net/","https://www.youtube.com/user/MEPsirpapietikainen",NA,NA,NA
"Pierre Pimpie","Patriots for Europe Group","France
						 
							 - Rassemblement national (France)","1971-09-10","Hyères","ue[dot]aporue.lraporue[at]eipmip.erreip",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gheorghe Piperea","European Conservatives and Reformists Group","Romania
						 
							 - Alianța pentru Unirea Românilor (Romania)","1970-03-01","Singureni","ue[dot]aporue.lraporue[at]aerepip.ehgroehg",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Margarita De La Pisa Carrión","Patriots for Europe Group","Spain
						 
							 - VOX (Spain)","1975-09-19","Madrid","ue[dot]aporue.lraporue[at]asipaled.atiragram",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaroslava Pokorná Jermanová","Patriots for Europe Group","Czechia
						 
							 - ANO 2011 (Czechia)","1970-08-17","Karlovy Vary","ue[dot]aporue.lraporue[at]avonamrejanrokop.avalsoraj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniele Polato","European Conservatives and Reformists Group","Italy
						 
							 - FRATELLI D' ITALIA (Italy)","1975-06-04","Verona","ue[dot]aporue.lraporue[at]otalop.eleinad",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jessica Polfjärd","Group of the European People's Party (Christian Democrats)","Sweden
						 
							 - Moderaterna (Sweden)","1971-05-27","Seoul","ue[dot]aporue.lraporue[at]drajflop.acissej","https://twitter.com/jessicapolfjard",NA,"https://www.instagram.com/polfjard/",NA,NA,NA,NA,NA,NA
"Virgil-Daniel Popescu","Group of the European People's Party (Christian Democrats)","Romania
						 
							 - Partidul Naţional Liberal (Romania)","1968-04-25","Drobeta Turnu Severin","ue[dot]aporue.lraporue[at]ucsepop.ligriv","https://x.com/vpopescu68",NA,"https://www.instagram.com/virgil.popescu.mh/",NA,NA,NA,NA,NA,NA
"Reinis Pozņaks","European Conservatives and Reformists Group","Latvia
						 
							 - Apvienotais saraksts — Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija (Latvia)","1977-12-09","Riga","ue[dot]aporue.lraporue[at]skanzop.sinier",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vladimir Prebilič","Group of the Greens/European Free Alliance","Slovenia
						 
							 - Vesna – zelena stranka (Slovenia)","1974-05-21","Ljubljana","ue[dot]aporue.lraporue[at]ciliberp.rimidalv",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giusi Princi","Group of the European People's Party (Christian Democrats)","Italy
						 
							 - Forza Italia (Italy)","1972-09-27","REGGIO CALABRIA","ue[dot]aporue.lraporue[at]icnirp.isuig",NA,NA,"https://www.instagram.com/giusiprinci_ue/",NA,NA,NA,NA,NA,NA
"Nicola Procaccini","European Conservatives and Reformists Group","Italy
						 
							 - FRATELLI D' ITALIA (Italy)","1976-01-21","Roma","ue[dot]aporue.lraporue[at]iniccacorp.alocin",NA,"https://www.facebook.com/procaccini2019","https://www.instagram.com/procaccininicola/",NA,NA,NA,NA,NA,NA
"Jacek Protas","Group of the European People's Party (Christian Democrats)","Poland
						 
							 - Platforma Obywatelska (Poland)","1964-01-15","Lidzbark Warmiński","ue[dot]aporue.lraporue[at]satorp.kecaj","https://x.com/jacek_protas",NA,NA,NA,NA,NA,NA,NA,NA
"Friedrich Pürner","Non-attached Members","Germany
						 
							 - Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (Germany)",NA,NA,"ue[dot]aporue.lraporue[at]renreup.hcirdeirf","https://twitter.com/DrPuerner",NA,"https://www.instagram.com/puernerfriedrich/",NA,NA,NA,NA,NA,NA
"Carola Rackete","The Left group in the European Parliament - GUE/NGL","Germany
						 
							 - Independent (Germany)","1988-05-08","Preetz","ue[dot]aporue.lraporue[at]etekcar.alorac",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emil Radev","Group of the European People's Party (Christian Democrats)","Bulgaria
						 
							 - Citizens for European Development of Bulgaria (Bulgaria)","1971-05-26","Varna","ue[dot]aporue.lraporue[at]vedar.lime","https://twitter.com/emil_radev",NA,NA,NA,NA,NA,NA,NA,NA
"Dennis Radtke","Group of the European People's Party (Christian Democrats)","Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)","1979-04-29","Bochum","ue[dot]aporue.lraporue[at]ektdar.sinned","https://twitter.com/RadtkeMdEP","https://www.facebook.com/DennisRadtkeMdEP/","https://www.instagram.com/dennisradtkemdep/",NA,"http://www.dennis-radtke.eu","https://www.youtube.com/channel/UCi0xZ3UyHUTDnUs_TEYPUIQ",NA,NA,NA
"Emma Rafowicz","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","France
						 
							 - Parti socialiste (France)","1995-06-24","Paris","ue[dot]aporue.lraporue[at]zciwofar.amme",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jüri Ratas","Group of the European People's Party (Christian Democrats)","Estonia
						 
							 - Isamaa (Estonia)","1978-07-02","Tallinn","ue[dot]aporue.lraporue[at]satar.iruj","https://x.com/ratasjuri","https://www.facebook.com/ratasjuri","https://www.instagram.com/ratasjuri/",NA,NA,NA,NA,NA,NA
"Ruggero Razza","European Conservatives and Reformists Group","Italy
						 
							 - FRATELLI D' ITALIA (Italy)",NA,NA,"ue[dot]aporue.lraporue[at]azzar.oreggur","https://www.twitter.com/ruggerorazza","https://www.facebook.com/razzaruggero","https://www.instagram.com/ruggerorazza",NA,NA,NA,NA,NA,NA
"Julie Rechagneux","Patriots for Europe Group","France
						 
							 - Rassemblement national (France)","1996-01-24","Clermont Ferrand","ue[dot]aporue.lraporue[at]xuengahcer.eiluj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evelyn Regner","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Austria
						 
							 - Sozialdemokratische Partei Österreichs (Austria)","1966-01-24","Wien","ue[dot]aporue.lraporue[at]renger.nyleve","https://twitter.com/Evelyn_Regner","https://www.facebook.com/evelyn.regner","https://www.instagram.com/mep_evelyn_regner/",NA,NA,NA,NA,"http://www.evelyn-regner.at/",NA
"Terry Reintke","Group of the Greens/European Free Alliance","Germany
						 
							 - Bündnis 90/Die Grünen (Germany)","1987-05-09","Gelsenkirchen","ue[dot]aporue.lraporue[at]ektnier.yrret","https://twitter.com/TerryReintke","https://www.facebook.com/terry.reintke","https://www.instagram.com/terry_reintke/",NA,"https://terryreintke.eu/",NA,NA,NA,NA
"René Repasi","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)","1979-11-08","Karlsruhe","ue[dot]aporue.lraporue[at]isaper.ener",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabrina Repp","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)","1999-02-01","Rostock","ue[dot]aporue.lraporue[at]pper.anirbas",NA,NA,"https://www.instagram.com/sabrina.repp/",NA,"https://sabrina-repp.eu/",NA,NA,NA,NA
"Karlo Ressler","Group of the European People's Party (Christian Democrats)","Croatia
						 
							 - Hrvatska demokratska zajednica (Croatia)",NA,NA,"ue[dot]aporue.lraporue[at]relsser.olrak","https://twitter.com/KarloRessler","https://www.facebook.com/resslerkarlo/","https://www.instagram.com/karloressler/","https://www.linkedin.com/in/karlo-ressler-7903b748/?originalSubdomain=hr","https://www.karloressler.eu/",NA,NA,NA,NA
"Thijs Reuten","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Netherlands
						 
							 - Partij van de Arbeid (Netherlands)",NA,NA,"ue[dot]aporue.lraporue[at]netuer.sjiht","https://twitter.com/thijsreuten","https://www.facebook.com/ThijsReutenMEP","https://www.instagram.com/thijsreuten/",NA,"https://thijsineuropa.nl",NA,NA,NA,NA
"Diana Riba I Giner","Group of the Greens/European Free Alliance","Spain
						 
							 - Esquerra Republicana de Catalunya (Spain)",NA,NA,"ue[dot]aporue.lraporue[at]renigiabir.anaid","https://twitter.com/DianaRibaGiner",NA,NA,NA,NA,NA,NA,NA,NA
"Matteo Ricci","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Italy
						 
							 - Partito Democratico (Italy)","1974-07-18","Pesaro","ue[dot]aporue.lraporue[at]iccir.oettam",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chloé Ridel","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","France
						 
							 - Parti socialiste (France)","1991-11-25","Clamart","ue[dot]aporue.lraporue[at]ledir.eolhc","https://x.com/chloeridel","https://www.facebook.com/p/Chlo%C3%A9-Ridel-61552052076390/?_rdr","https://www.instagram.com/chloridel","https://fr.linkedin.com/in/chlo%C3%A9-r-84a27966",NA,NA,NA,NA,NA
"Nela Riehl","Group of the Greens/European Free Alliance","Germany
						 
							 - Volt (Germany)","1985-09-11","Hamburg","ue[dot]aporue.lraporue[at]lheir.alen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manuela Ripa","Group of the European People's Party (Christian Democrats)","Germany
						 
							 - Ökologisch-Demokratische Partei (Germany)",NA,NA,"ue[dot]aporue.lraporue[at]apir.aleunam","https://twitter.com/RipaManuela","https://www.facebook.com/ripamanuela","https://www.instagram.com/manuela.ripa/",NA,"https://manuela-ripa.eu/",NA,NA,NA,NA
